"study","cell_id","design_role","task_type","method","n_calib","rep","planned_units"
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,20,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,21,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,22,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,23,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,24,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,25,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,26,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,27,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,28,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,29,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,30,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,31,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,32,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,33,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,34,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,35,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,36,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,37,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,38,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,39,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,40,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,41,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,42,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,43,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,44,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,45,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,46,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,47,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,48,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,49,1
"study2","additive_q4","negative_control","eiv_fit","EIV-GP",12,50,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,1,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,2,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,3,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,4,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,5,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,6,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,7,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,8,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,9,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,10,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,11,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,12,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,13,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,14,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,15,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,16,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,17,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,18,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,19,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,20,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,21,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,22,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,23,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,24,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,25,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,26,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,27,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,28,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,29,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,30,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,31,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,32,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,33,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,34,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,35,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,36,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,37,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,38,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,39,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,40,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,41,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,42,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,43,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,44,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,45,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,46,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,47,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,48,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,49,1
"study2","additive_q4","negative_control","ablation_fit","RF-OM",12,50,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,1,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,2,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,3,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,4,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,5,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,6,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,7,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,8,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,9,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,10,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,11,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,12,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,13,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,14,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,15,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,16,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,17,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,18,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,19,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,20,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,21,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,22,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,23,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,24,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,25,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,26,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,27,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,28,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,29,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,30,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,31,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,32,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,33,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,34,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,35,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,36,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,37,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,38,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,39,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,40,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,41,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,42,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,43,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,44,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,45,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,46,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,47,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,48,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,49,1
"study2","additive_q4","negative_control","ablation_fit","PI-GP",12,50,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,1,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,2,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,3,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,4,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,5,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,6,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,7,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,8,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,9,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,10,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,11,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,12,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,13,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,14,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,15,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,16,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,17,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,18,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,19,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,20,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,21,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,22,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,23,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,24,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,25,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,26,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,27,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,28,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,29,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,30,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,31,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,32,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,33,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,34,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,35,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,36,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,37,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,38,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,39,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,40,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,41,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,42,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,43,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,44,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,45,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,46,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,47,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,48,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,49,1
"study2","additive_q4","negative_control","ablation_fit","CC-GP",12,50,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,1,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,2,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,3,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,4,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,5,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,6,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,7,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,8,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,9,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,10,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,11,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,12,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,13,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,14,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,15,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,16,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,17,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,18,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,19,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,20,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,21,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,22,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,23,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,24,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,25,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,26,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,27,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,28,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,29,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,30,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,31,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,32,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,33,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,34,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,35,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,36,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,37,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,38,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,39,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,40,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,41,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,42,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,43,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,44,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,45,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,46,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,47,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,48,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,49,1
"study2","high_uncertainty_q4","uncertainty_control","frozen_data","DGM",,50,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,1,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,2,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,3,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,4,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,5,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,6,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,7,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,8,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,9,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,10,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,11,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,12,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,13,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,14,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,15,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,16,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,17,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,18,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,19,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,20,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,21,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,22,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,23,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,24,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,25,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,26,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,27,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,28,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,29,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,30,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,31,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,32,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,33,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,34,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,35,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,36,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,37,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,38,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,39,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,40,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,41,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,42,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,43,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,44,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,45,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,46,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,47,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,48,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,49,1
"study2","high_uncertainty_q4","uncertainty_control","prediction_truth","DGM oracle",,50,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,1,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,2,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,3,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,4,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,5,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,6,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,7,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,8,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,9,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,10,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,11,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,12,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,13,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,14,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,15,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,16,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,17,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,18,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,19,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,20,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,21,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,22,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,23,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,24,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,25,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,26,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,27,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,28,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,29,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,30,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,31,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,32,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,33,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,34,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,35,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,36,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,37,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,38,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,39,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,40,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,41,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,42,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,43,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,44,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,45,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,46,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,47,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,48,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,49,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","UC-GP",,50,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,1,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,2,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,3,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,4,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,5,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,6,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,7,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,8,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,9,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,10,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,11,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,12,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,13,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,14,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,15,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,16,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,17,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,18,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,19,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,20,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,21,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,22,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,23,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,24,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,25,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,26,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,27,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,28,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,29,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,30,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,31,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,32,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,33,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,34,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,35,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,36,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,37,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,38,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,39,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,40,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,41,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,42,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,43,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,44,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,45,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,46,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,47,1
"study2","high_uncertainty_q4","uncertainty_control","published_fit","LVGP",,48,1
